0.00,200,4500.00
0.35,200,6000.00
0.20,200,6000.00
0.31,200,5957.14
0.41,200,5957.14
0.51,200,5957.14
0.62,200,5957.14
0.71,200,5957.14
0.83,200,5914.29
0.93,200,5914.29
1.02,200,5914.29
1.14,200,5957.14
1.22,200,5914.29
1.35,200,5957.14
1.44,200,5914.29
1.53,200,5914.29
1.66,200,5914.29
1.75,200,5957.14
1.85,200,5914.29
1.96,200,5957.14
2.08,200,5914.29
2.14,200,5914.29
2.27,200,5914.29
2.39,200,5914.29
2.45,200,5871.43
2.60,200,5871.43
2.65,200,5914.29
2.75,200,5914.29
2.91,200,5914.29
7.48,200,5871.43
3.09,200,5871.43
3.19,200,5871.43
3.30,200,5914.29
3.40,200,5914.29
3.47,200,5914.29
3.61,200,5914.29
3.71,200,5871.43
3.81,200,5871.43
3.95,200,5914.29
3.98,200,5871.43
4.16,200,5914.29
4.22,200,5871.43
4.28,200,5871.43
4.47,200,5871.43
4.53,200,5828.57
4.64,200,5828.57
4.74,200,5828.57
4.84,200,5828.57
4.94,200,5785.71
5.05,200,5828.57
5.15,200,5828.57
5.25,200,5828.57
5.36,200,5828.57
5.46,200,5828.57
5.56,200,5828.57
5.62,200,5785.71
5.71,200,5828.57
5.80,200,5828.57
5.92,200,5828.57
6.08,200,5785.71
6.18,200,5828.57
6.28,200,5785.71
6.39,200,5785.71
6.49,200,5828.57
6.59,200,5785.71
6.70,200,5785.71
6.86,200,5785.71
6.83,200,5785.71
7.07,200,5785.71
7.11,200,5742.86
7.14,200,5785.71
7.38,200,5742.86
7.34,200,5742.86
7.52,200,5700.00
7.62,200,5742.86
7.65,200,5742.86
7.90,200,5742.86
7.93,200,5700.00
8.03,200,5742.86
8.14,200,5742.86
8.32,200,5742.86
8.26,200,5700.00
8.45,200,5742.86
8.63,200,5742.86
8.57,200,5742.86
8.84,200,5742.86
8.95,200,5742.86
9.05,200,5742.86
9.06,200,5742.86
9.17,200,5742.86
9.27,200,5742.86
9.37,200,5742.86
9.48,200,5742.86
9.58,200,5742.86
9.68,200,5785.71
9.78,200,5742.86
9.98,200,5742.86
9.89,200,5742.86
10.09,200,5742.86
10.30,200,5742.86
10.20,200,5742.86
10.50,200,5700.00
